大类,中类,小类,年,月份,基地,时间,合同号,设备/服务名称,中标供应商,数量, 合同单价（元） , 合同总价（元） ,预算金额（元）,付款方式,跟单人
,,,2024,8,碳纤维,2024/8/29,KINGFA20240829-2,柔性光伏板外观改善设备加工件,四维机械科技（广州）有限公司,1," 28,500.00 "," 28,500.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,9,碳纤维,2024/9/1,KFTXWCC202400829-1,笔记本电脑，联想ThinkPad L13，CPU：I5（13代）（中配），内存：16G，硬盘：512G（固态）,清远市博创信息科技有限公司,1," 5,400.00 "," 5,400.00 ",,月结,陈嘉俊
,,,2024,9,碳纤维,2024/9/3, KFTXWCCC20240903,2T电动单梁起重机,广州五杰机械有限公司,1," 55,000.00 "," 55,000.00 ",,合同双方签字盖章生效后，甲方付合同总价的30%给乙方作为预付款；安装调试完毕并经双方有关部门验收合格且收到乙方开具的全额可抵扣增值税发票一个月付60%，尾款10%在验收合格后1年内一次性付给乙方。,王娜
,,,2024,9,碳纤维,2024/9/19,KINGFA202400919-1,管廊接水槽及排水管安装工程,广州新异机电设备有限公司/广州中实机电设备有限公司,1," 32,000.00 "," 32,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,9,碳纤维,2024/9/25,KFTXWCC202400812-1,马弗炉/HT-12kw-1200℃,广州汇通启航电热设备有限公司,1," 5,700.00 "," 5,700.00 ",,月结,陈嘉俊
,,,2024,9,碳纤维,2024/9/25,KFTXWCC202400925-2,马弗炉/HT-12kw-1200℃,广州汇通启航电热设备有限公司,1," 5,700.00 "," 5,700.00 ",,月结,陈嘉俊
,,,2024,9,碳纤维,2024/9/25,KFTXWCC202400925-1,微机控制电子扭转试验机,深圳三思纵横科技股份有限公司,1," 76,000.00 "," 76,000.00 ",,预付款  3-3-3-1,陈嘉俊
,,,2024,9,碳纤维,2024/9/25,GZ-WY2024092501,激光镭雕机,广州翔声智能科技有限公司,1," 99,000.00 "," 99,000.00 ",,预付款   7-3,陈嘉俊
,,,2024,9,碳纤维,2024/9/29,KFTXWCC202400929-1,立式半自动研磨机,威海市通联精密机械有限公司,1," 25,000.00 "," 25,000.00 ",,预付款,陈嘉俊
,,,2024,10,碳纤维,2024/10/1,KF20241029,比亚迪电动叉车年度保养,广东顺德万德嘉机电设备有限公司,1," 40,000.00 "," 40,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,10,碳纤维,2024/10/1,KIINGFA202401023-1,叉车维修,广东顺德万德嘉机电设备有限公司,1," 13,834.00 "," 13,834.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,10,碳纤维,2024/10/9,KFTXWCC20241009,底护板聚脲喷涂生产线,昆山圣翰智能机械科技有限公司,1," 950,000.00 "," 950,000.00 ",,3331,王娜
,,,2024,10,碳纤维,2024/10/10,KFTXWCCC202401010-1,5455底护板冲切模,南通力威模具制造有限公司,1," 215,000.00 "," 215,000.00 ",,合同签订后预付合同总金额的30%作为预付款，发货前双方于乙方工厂对模具进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；模具到甲方工厂验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。。,王娜
,,,2024,10,碳纤维,2024/10/10,KFTXWCC202401012-1,台式电脑，联想主机GEEKPRO，联想电脑屏幕ThinkVision 24.5英寸，鼠标键盘,清远市博创信息科技有限公司,2," 7,200.00 "," 14,400.00 ",,月结,陈嘉俊
,,,2024,10,碳纤维,2024/10/10,KFTXWCC202401012-1,台式电脑，联想M450-N00，CPU：i5-12500（12代）（中配）内存：16G，硬盘：256G（固态）+1TB，（机械）键盘、鼠标。21寸显示器，,清远市博创信息科技有限公司,8," 4,400.00 "," 35,200.00 ",,月结,陈嘉俊
,,,2024,10,碳纤维,2024/10/10,KFTXWCC202401012-1,笔记本电脑，ThinkPad L13，CPU：I5（12代）（标配）内存：8G，硬盘：512G（固态）,清远市博创信息科技有限公司,8," 5,100.00 "," 40,800.00 ",,月结,陈嘉俊
,,,2024,10,碳纤维,2024/10/10,KFTXWCC20241010,层压机产线,东莞市精创机械设备有限公司,1," 1,050,000.00 "," 1,050,000.00 ",,3331,陈嘉俊
,,,2024,10,碳纤维,2024/10/12, KFTXWCCC20241011,实验室隔断,广东省石油化工建设集团有限公司,1," 9,000.00 "," 9,000.00 ",,安装调试完毕并经双方有关部门验收合格且收到乙方开具的全额可抵扣增值税发票一个月内付清。,王娜
,,,2024,10,碳纤维,2024/10/15,KINGFA20241015-1,地面疏散标识+30个,四维机械科技（广州）有限公司,1," 3,000.00 "," 3,000.00 ",,月结,陈嘉俊
,,,2024,10,碳纤维,2024/10/18,KFTXWCC202401018-1,MX11-2底护板检测压紧治具设变（0815）,东莞市广建宽装备有限公司,1," 20,000.00 "," 20,000.00 ",,预付款,陈嘉俊
,,,2024,10,碳纤维,2024/10/18,KFTXWCC202401018-2,MX11-2底护板检测压紧治具设变（0920）,东莞市广建宽装备有限公司,1," 30,000.00 "," 30,000.00 ",,预付款,陈嘉俊
,,,2024,10,碳纤维,2024/10/22,KFTXWCCC20241022,90度自动铺层设备,上海创轲新材料科技有限公司,1," 688,000.00 "," 688,000.00 ",,3331,王娜
,,,2024,11,碳纤维,2024/11/1,KFTXWC202401111-1,台式电脑，联想主机GEEKPRO，联想电脑屏幕ThinkVision 24.5英寸，鼠标键盘,清远市博创信息科技有限公司,1," 7,200.00 "," 7,200.00 ",,月结,陈嘉俊
,,,2024,11,碳纤维,2024/11/1,KFTXWC202401111-1,电脑主机，单主机2024，14代i5-14400F 16G RX7600,清远市博创信息科技有限公司,1," 5,150.00 "," 5,150.00 ",,月结,陈嘉俊
,,,2024,11,碳纤维,2024/11/1,KFTXWC202401111-1,台式电脑，联想M450-N00，CPU：i5-12500（12代）（中配）内存：16G，硬盘：256G（固态）+1TB，（机械）键盘、鼠标。21寸显示器，,清远市博创信息科技有限公司,1," 4,400.00 "," 4,400.00 ",,月结,陈嘉俊
,,,2024,11,碳纤维,2024/11/4,KFTXWC202401107-2,碳管研磨机,威海市通联精密机械有限公司,1," 87,850.00 "," 87,850.00 ",,3331,陈嘉俊
,,,2024,11,碳纤维,2024/11/4,KFTXWCC202401107-1,桨叶铺层复合线,东莞市中力自动化设备有限公司,1," 268,000.00 "," 268,000.00 ",,3331,陈嘉俊
,,,2024,11,碳纤维,2024/11/8,KFTXWC202401108-1,干冰清洗机主机及其配件,东莞湃清低温设备有限公司,1," 19,000.00 "," 19,000.00 ",,预付50%，验收一个月支付50%,陈嘉俊
,,,2024,11,碳纤维,2024/11/11,GDJF1108-(2024)-AQ(复材）,生产安全事故应急预案编制,清远市中天生态环玩意技术有限公司,1," 10,000.00 "," 10,000.00 ",,预付50%（开具发票支付），取得备案证，付50%,王娜
,,,2024,11,碳纤维,2024/11/11,KFTXWCC20241111,钢护板纵切机,广东绿肯新材料科技有限公司,1," 140,000.00 "," 140,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2024,11,碳纤维,2024/11/22,KINGFA202401118-2,A13冷却上辊维修,广州市启业制辊有限公司,1," 13,850.00 "," 13,850.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KIINGFA202401118-1,C5悬臂吊轴承维修,广州市广起起重设备有限公司,1," 7,500.00 "," 7,500.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFGC202401120-1,水路电路改造,广州中实机电设备有限公司,1," 11,000.00 "," 11,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFRG202401119-1,人工费,科源（广州）精密科技有限公司,3," 10,000.00 "," 30,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KINGFA202401115-1,CNC改造,科源（广州）精密科技有限公司,1," 138,000.00 "," 138,000.00 ",,预付40%，票到验收一个月内后支付60%,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KINGFAGC202401101-2,618车间辅间照明工程,广东省石油化工建设集团有限公司,1," 58,000.00 "," 58,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KINGFAGC202401101-1,618车间用电工程,广东省石油化工建设集团有限公司,1," 60,000.00 "," 60,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KIINGFA202401023-1,叉车维修,广东顺德万德嘉机电设备有限公司,1," 13,834.00 "," 13,834.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFGC202401118-1,车间整平工程，618辅房设备和辅房污水口做植筋浇筑，615车间16个1.2米设备安装基座拆除整平,广州秦惟装饰工程有限公司,1," 12,000.00 "," 12,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFGC020241122-1,A618北侧草地面积约15平方米做地面硬化处理，要求承重3吨，A618车间内部凹槽地面填充，面积约12平方米，厚度12CM,广州秦惟装饰工程有限公司,1," 6,300.00 "," 6,300.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFWX202401122-1,空压机维修,广东云昌空压机有限公司,1," 1,450.00 "," 1,450.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFXW020241122-2,牵引上辊维修,佛山市南海区里水鑫程佳胶辊厂,1," 4,200.00 "," 4,200.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFXW020241122-3,切纸机维修,广州杏华机械配件有限公司,1, 800.00 , 800.00 ,,验收后票到15天付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFXW020241122-4,电箱拓展,广东荣顺电气有限公司,1," 6,380.00 "," 6,380.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFXW020241122-6,设备改造,广州鼎申机电设备有限公司,1," 5,000.00 "," 5,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFXW020241122-5,裁切机改造,广东绿肯新材料科技有限公司,1," 6,000.00 "," 6,000.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,11,碳纤维,2024/11/22,KFXW020241122-4,裁切机改造,广东绿肯新材料科技有限公司,1," 5,200.00 "," 5,200.00 ",,验收后票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/1,KFGC202401203-1,电气建设,广东省石油化工建设集团有限公司,1," 16,000.00 "," 16,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/1,KFTXWC202401203-1,物料冲切产线(模切机）,广东坤轮电子设备科技有限公司,1," 380,000.00 "," 380,000.00 ",,3331,陈嘉俊
,,,2024,12,碳纤维,2024/12/3,KFGC202401203-3,水电气建设,广东省石油化工建设集团有限公司,1," 44,000.00 "," 44,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/3,KFGC202401203-2,地面硬化,广州秦惟装饰工程有限公司,1," 2,500.00 "," 2,500.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/10,KFGC202401210-1,A615水电气建设,广州秦惟装饰工程有限公司,1," 39,800.00 "," 39,800.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/15,HS2024083001,MX11-2,宁海宏顺精密机械有限公司,1," 178,000.00 "," 178,000.00 ",,3-3-3-1,陈嘉俊
,,,2024,12,碳纤维,2024/12/15,HS2024083001,MX11-2,宁海宏顺精密机械有限公司,1," 280,000.00 "," 280,000.00 ",,3-3-3-1,陈嘉俊
,,,2024,12,碳纤维,2024/12/16,KFTXWCC20241216,手持三座标测量仪,基恩士（中国）有限公司,1," 368,000.00 "," 368,000.00 ",,预付100%,王娜
,,,2024,12,碳纤维,2024/12/16,KFTXWCC20241216-2,视觉检测设备,东莞市维鸿精密仪器有限公司,1," 780,000.00 "," 780,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2024,12,碳纤维,2024/12/16,KFTXWCC20241216-1,聚脲喷涂自动化生产线,东莞市赫泰智能设备有限公司,1," 960,000.00 "," 960,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2024,12,碳纤维,2024/12/18,KFGC202401218-1,水电建设,广东省石油化工建设集团有限公司,1," 140,000.00 "," 140,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFTXWCC20241226-2,笔记本电脑,清远市博创信息科技有限公司,1," 5,400.00 "," 5,400.00 ",,月结,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFTXWCC20241226-1,数显拉开法附着力测试仪,标格达精密仪器（广州）有限公司,1," 6,800.00 "," 6,800.00 ",,月结,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFGC20241226-1,电气安装工程,广东省石油化工建设集团有限公司,1," 232,000.00 "," 232,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFGC20241226-2,设备搬迁,广东省石油化工建设集团有限公司,1," 88,000.00 "," 88,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFXW20241226-1,钢辊包胶,佛山市南海区里水鑫程佳胶辊厂,1," 2,700.00 "," 2,700.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFXW20241226-1,钢辊包胶,佛山市南海区里水鑫程佳胶辊厂,1," 7,500.00 "," 7,500.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/26,KFGC20241226-3,车间建设,广州中实机电设备有限公司,1," 17,500.00 "," 17,500.00 ",,月结，票到一个月付款,陈嘉俊
,,,2024,12,碳纤维,2024/12/27,KFTXWCC20241227,C10.C13后端纵切自动纠偏设备改造,广东绿肯新材料科技有限公司,1," 66,000.00 "," 66,000.00 ",,合同签订后预付合同总金额的30%作为预付款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付70%验收款。,王娜
,,,2025,1,碳纤维,2025/1/2, KFTXWCCC20250102,614新增设备配电气工程（见附件）,广东省石油化工建设集团有限公司,1," 58,000.00 "," 58,000.00 ",,安装调试完毕并经双方有关部门验收合格且收到乙方开具的全额可抵扣增值税发票一个月内付清。,王娜
,,,2025,1,碳纤维,2025/1/2, KFTXWCCC20250102-1,烘箱配电,广东省石油化工建设集团有限公司,1," 7,000.00 "," 7,000.00 ",,安装调试完毕并经双方有关部门验收合格且收到乙方开具的全额可抵扣增值税发票一个月内付清。,王娜
,,,2025,1,碳纤维,2025/1/3,KFTXWCC20250103,等离子往复机,东莞市赫泰智能设备有限公司,1," 60,000.00 "," 60,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,1,碳纤维,2025/1/3,KFXW20250103-2,堆高车维修（粤RA1119),清远市正德机械设备自动化科技有限公司,1," 5,600.00 "," 5,600.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/3,KFXW20250103-1,堆高车维修（粤RA1119),清远市正德机械设备自动化科技有限公司,1," 1,350.00 "," 1,350.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/6,KFTXWCC20250106-1,热台层压机（大）1000*1200,东莞市精创机械设备有限公司,2," 90,500.00 "," 181,000.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/6,KFTXWCC20250106-1,开模台（大）4000*1000*850,东莞市精创机械设备有限公司,1," 29,000.00 "," 29,000.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/9,KFTXWCC20240109-1,笔记本电脑,清远市博创信息科技有限公司,1," 5,400.00 "," 5,400.00 ",,月结,陈嘉俊
,,,2025,1,碳纤维,2025/1/9,KFTXWCC20240109-1,笔记本电脑,清远市博创信息科技有限公司,1," 16,500.00 "," 16,500.00 ",,月结,陈嘉俊
,,,2025,1,碳纤维,2025/1/9,2027709,广汽传祺M8领秀尊享版,广州市经典汽车销售服务有限公司,1," 183,500.00 "," 183,500.00 ",,现付,陈嘉俊
,,,2025,1,碳纤维,2025/1/9,KFGC20250109-1,水电气建设,广东省石油化工建设集团有限公司,1," 13,000.00 "," 13,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/9,KFGC20250109-2,水电气建设,广东省石油化工建设集团有限公司,1," 35,000.00 "," 35,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/9,KFGC20250109-3,水电气建设,广东省石油化工建设集团有限公司,1," 42,000.00 "," 42,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/13,JD306512371593,笔记本电脑,北京京东工业品贸易有限公司,1," 8,613.74 "," 8,613.74 ",,月结,陈嘉俊
,,,2025,1,碳纤维,2025/1/17,KFXW20251017-1,裁床机头维修,杭州爱科科技股份有限公司,1, 500.00 , 500.00 ,,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/17,KFXW20251017-1,裁床机头维修,杭州爱科科技股份有限公司,1," 3,000.00 "," 3,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/21,KFXW20251021-1,裁床机头维修 (D14181),杭州爱科科技股份有限公司,1, 500.00 , 500.00 ,,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/21,KFXW20251021-1,裁床机头维修（D14322),杭州爱科科技股份有限公司,1," 1,750.00 "," 1,750.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,1,碳纤维,2025/1/23,KFTXWCC20251023-1,重型牛眼转角工作台,东莞市精创机械设备有限公司,2," 6,800.00 "," 13,600.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/23,KFTXWCC20251023-1,无动力滚筒工作台,东莞市精创机械设备有限公司,2," 16,800.00 "," 33,600.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/23,KFTXWCC20251023-1,大开模机,东莞市精创机械设备有限公司,1," 32,800.00 "," 32,800.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/23,KFTXWCC20251023-1,入模升降车移位,东莞市精创机械设备有限公司,2," 2,100.00 "," 4,200.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/23,KFTXWCC20251023-1,集模车,东莞市精创机械设备有限公司,2," 35,000.00 "," 70,000.00 ",,3-3-3-1,陈嘉俊
,,,2025,1,碳纤维,2025/1/24,KFTXWCC20250124,热塑模压成型产线,江苏万事预复合材料科技有限公司,1," 355,000.00 "," 3,555,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,1,碳纤维,2025/1/24,KFXW20251024-1,安全防护罩,四维机械科技（广州）有限公司,1," 17,500.00 "," 17,500.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFTXWCC20250205-1,笔记本电脑,清远市博创信息科技有限公司,1," 6,200.00 "," 6,200.00 ",,月结,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFGC20250205-1,A618车间水池填充,广州秦惟装饰工程有限公司,1," 5,000.00 "," 5,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFXW20250205-3,叉车维修,广州富强机械设备有限公司,1," 7,000.00 "," 7,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFXW20250205-4,空调维修及安装,广州中实机电设备有限公司,1," 13,800.00 "," 13,800.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFXW20250205-2,水冷机维修,清远市清城区石角镇金鑫电器维修部,1," 6,350.00 "," 6,350.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFXW20250205-2,水冷机维修,清远市清城区石角镇金鑫电器维修部,7, 850.00 ," 5,950.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/5,KFXW20250205-1,新制胶辊包胶,佛山市南海区里水鑫程佳胶辊厂,2," 8,000.00 "," 16,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/7,KFXW20250207,发那科M-10iA机械臂维修,广东友仪技术股份有限公司,1," 28,800.00 "," 28,800.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/10,KFTXWCC20251024-1,预浸线模头,惠州博源模具科技有限公司,1," 148,000.00 "," 148,000.00 ",,月结,陈嘉俊
,,,2025,2,碳纤维,2025/2/14,KFTXWCC20250214,蜂窝芯生产线,张家港市博迪塑料机械有限公司,1," 590,000.00 "," 590,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,2,碳纤维,2025/2/17,KFTXWCC20250217,复合底护板（软模）,星运轻量化科技（南京）有限公司,1," 100,000.00 "," 100,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,2,碳纤维,2025/2/17,KFTXWCC20250217,复合上盖（软模),星运轻量化科技（南京）有限公司,1," 170,000.00 "," 170,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,2,碳纤维,2025/2/24,KFXW20250212-3,行吊维修,广州市广起起重设备有限公司,1," 3,100.00 "," 3,100.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/24,KFGC20250212-2,软水管道建设,广东坤玛机电有限公司,1," 8,800.00 "," 8,800.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/24,KFXW20250212-1,空压机风机维修,广东青昊节能科技有限公司,1," 4,300.00 "," 4,300.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/24,KFXW20250212-1,钢棍包胶,佛山市南海区里水鑫程佳胶辊厂,2," 8,000.00 "," 16,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/24,KFXW20250212-1,钢棍包胶,佛山市南海区里水鑫程佳胶辊厂,2," 4,200.00 "," 8,400.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/24,KFXW20250212-1,钢棍包胶,佛山市南海区里水鑫程佳胶辊厂,1," 7,200.00 "," 7,200.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,2,碳纤维,2025/2/24,KFGC20250224-1,水电气工程,广东省石油化工建设集团有限公司,1," 63,000.00 "," 63,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/4,KFTXWCC20250304-1,LFK 牌全电动伺服转塔冲床,信宜华辉数控机床有限公司,1," 650,000.00 "," 650,000.00 ",,3-3-3-1,陈嘉俊
,,,2025,3,碳纤维,2025/3/4,KFGC20250304-1,办公桌搬迁,广州中实机电设备有限公司,1," 4,500.00 "," 4,500.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/4,KFGC20250304-2,网络建设,广东商文科技有限公司,1," 14,950.00 "," 14,950.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/4,KFGC20250304-3,车间监控,广东商文科技有限公司,1," 51,000.00 "," 51,000.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/6,KFTXWCC20250306,复合底护板（软模）,星运轻量化科技（南京）有限公司,1," 90,000.00 "," 90,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,3,碳纤维,2025/3/6,KFTXWCC20250306-1,复合压机,广州市绿元复合材料技术有限公司,1," 2,380,000.00 "," 2,380,000.00 ",,合同签订后预付合同总金额的35%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的5%为质保金，,王娜
,,,2025,3,碳纤维,2025/3/6,JD310448188829,笔记本电脑,北京京东工业品贸易有限公司,3," 5,167.84 "," 15,503.52 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KFTXWCC20250311,复合上盖（软模),星运轻量化科技（南京）有限公司,1," 100,000.00 "," 100,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,3,碳纤维,2025/3/11,KFTXWCC20250311,复合底护板（软模）,星运轻量化科技（南京）有限公司,1," 170,000.00 "," 170,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,3,碳纤维,2025/3/11,KFTXWCC20250311-1,无芯研磨治具工装,东莞康幸电子设备有限公司,1," 9,300.00 "," 9,300.00 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,kf20250213,空调立式柜机,北京京东工业品贸易有限公司,1," 5,431.91 "," 5,431.91 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KF20250211,电脑椅,北京京东工业品贸易有限公司,1, 476.91 , 476.91 ,,月结,陈嘉俊
